title,price,rating,image,cpu,ram,storage,screen,os_version,display_resolution,model_number,link,spec_adobe_flash_compatible,spec_audio_jack,spec_bag_style,spec_battery_life,spec_battery_size,spec_care_instructions,spec_casing,spec_charging_type,spec_closure,spec_colour_name,spec_compatibility,spec_connection_type,spec_cpu_speed,spec_display_resolution,spec_display_type,spec_exterior_material,spec_external_graphics,spec_feature,spec_features,spec_gender,spec_gpu_version,spec_grade,spec_graphic_memory,spec_hdd_rotation,spec_hdmi_output,spec_interior_material,spec_internal_memory,spec_keyboard_language,spec_level,spec_material,spec_model_name,spec_model_number,spec_model_series,spec_number_of_channels,spec_number_of_cores,spec_number_of_hdmi_ports,spec_number_of_pieces,spec_number_of_usb_ports,spec_occasion,spec_operating_system,spec_operating_system_number,spec_os_version,spec_pack_quantity,spec_pattern,spec_pixels_per_inch,spec_processor_version,spec_processor_version_number_generation,spec_product_height,spec_product_length,spec_product_weight,spec_product_width,spec_ram_size,spec_ram_type,spec_refresh_rates,spec_resolution,spec_response_time,spec_screen_size,spec_sd_card_slot,spec_set_includes,spec_sim_type,spec_size,spec_strap_material,spec_type,spec_usage,spec_usb_port_type,spec_version,spec_weight,spec_what_s_in_the_box,spec_wireless
"LOQ 15ARP10E Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, AMD Ryzen 7 170 Processor/16GB RAM DDR5/1TB SSD/6GB NVIDIA GeForce RTX 3050 Graphics/Windows 11 Home/ English/Arabic Luna Grey",3599.00,3.8,https://f.nooncdn.com/p/pnsku/N70357492V/45/_/1776682093/8f0146f2-c2e3-4d2c-889a-ae43701209fc.jpg?width=1200,Ryzen 7 170,16 GB,1 TB,15.6 in,Windows 11 Home,1920x1080,83S000C9AD,https://www.noon.com/saudi-en/loq-15arp10e-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-amd-ryzen-7-170-processor-16gb-ram-ddr5-1tb-ssd-6gb-nvidia-geforce-rtx-3050-graphics-windows-11-home-english-arabic-luna-grey/N70357492V/p/,,,,,,,,,,Luna Grey,,,3.2 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 3050,,6 GB,,,,1 TB,English/Arabic,,,,83S000C9AD,Lenovo LOQ,,Octa Core,,,,,Windows,,Windows 11 Home,,,,Ryzen 7 170,Not Applicable,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"VECTOR 16 HX AI Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Core Ultra 9-275HX Processor/16GB RAM DDR5/1TB SSD/16GB Nvidia GeForce RTX 5080 Graphics/DOS(Without Windows)/ Black",12699.00,4.3,https://f.nooncdn.com/p/pzsku/ZB610023153FBA94A5F21Z/45/_/1771581766/ed245f5c-c3de-469e-ae81-fcbc0f6fee48.jpg?width=1200,Core Ultra 9-275HX,16 GB,1 TB,15.6 in,Free DOS,1920x1080,9S7-15M352-693,https://www.noon.com/saudi-en/vector-16-hx-ai-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-core-ultra-9-275hx-processor-16gb-ram-ddr5-1tb-ssd-16gb-nvidia-geforce-rtx-5080-graphics-dos-without-windows-black/N70296293V/p/,,,,,,,,,,Black,,,2.4 GHz,1920x1080,,,Graphic Card,,,,,,,,,,1 TB,,,,VECTOR 16 HX AI A2XWIG,9S7-15M352-693,MSI Vector,,16-Core,,,,,DOS,,Free DOS,,,,Core Ultra 9-275HX,Not Applicable,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Ultra Slim Laptop Cooling Pad - 6 Quiet LED Fans for Efficient Cooling, Adjustable Fan Speed, USB Powered, Portable Design for 13-17 Inch Laptops, Ideal for Gaming and Everyday Use,With mobile phone holder",118.00,4.4,https://f.nooncdn.com/p/pzsku/Z1CBA1E52156C374599C5Z/45/1765445032/607c7498-99ec-42ef-8496-dfe76e5a9eec.jpg?width=1200,,,,17 Inch,,,F5,https://www.noon.com/saudi-en/ultra-slim-laptop-cooling-pad-6-quiet-led-fans-for-efficient-cooling-adjustable-fan-speed-usb-powered-portable-design-for-13-17-inch-laptops-ideal-for-gaming-and-everyday-use-with-mobile-phone-holder/Z1CBA1E52156C374599C5Z/p/,,,,,,,,Micro USB to USB,,BLACK,,USB,,,,,,,Adjustable Height,,,,,,,,,,,,F5,F5,,,,,1,2,,,,,,,,,,4 cm,38 cm,969 g,27 cm,,,,,,,,laptop radiator power supply line user manual,,,,,,,,,,
"IdeaPad Slim 3 Laptop With 15.3 Inch WUXGA (1920x1200) IPS Display, Core i5-13240H Processor/8GB RAM DDR5/512GB SSD/Windows 11 Home/Intel UHD Graphics/ English/Arabic Luna Grey",1799.00,3.7,https://f.nooncdn.com/p/pnsku/N70186745V/45/_/1764242518/a9ec2247-d219-4f23-88c4-79cb4d9290ef.jpg?width=1200,Core i5-13240H,8 GB,512 GB,15.3 in,Windows 11 Home,1920x1200,83K100ELAD,https://www.noon.com/saudi-en/ideapad-slim-3-laptop-with-15-3-inch-wuxga-1920x1200-ips-display-core-i5-13240h-processor-8gb-ram-ddr5-512gb-ssd-windows-11-home-intel-uhd-graphics-english-arabic-luna-grey/N70186745V/p/,,,,,,,,,,Luna Grey,,,2.1 GHz,1920x1200,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,83K100ELAD,Lenovo IdeaPad,,Quad Core,,,,,Windows,,Windows 11 Home,,,,Core i5-13240H,13th Gen,,,,,8 GB,DDR5,,WUXGA,,15.3 in,,,,,,SSD,Business,,,,,
"Vivobook Laptop With 15.6 Inch Full HD (1920x1080) Display, Core 5 120U Processor/8GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Quiet Blue",1899.00,4.2,https://f.nooncdn.com/p/pnsku/N70342043V/45/_/1775554502/eddc966e-2d4e-4174-ba35-b3d63538c234.jpg?width=1200,Core 5 120U,8 GB,512 GB,15.6 in,Free DOS,1920x1080,X1504VA-BQ4101,https://www.noon.com/saudi-en/vivobook-laptop-with-15-6-inch-full-hd-1920x1080-display-core-5-120u-processor-8gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-quiet-blue/N70342043V/p/,,,,,,,,,,Quiet Blue,,,1.4 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,Vivobook,X1504VA-BQ4101,ASUS Vivobook,,Deca core,,,,,DOS,,Free DOS,,,,Core 5 120U,1st Gen,,,,,8 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"TUF F16 Gaming Laptop With 16 Inch WUXGA (1920x1200) Display 165Hz, Core i7-14650HX Processor/32GB RAM DDR5/2TB SSD/8GB Nvidia Geforce RTX 5060 Graphics/DOS(Without Windows)/ English/Arabic Black",6649.00,4.2,https://f.nooncdn.com/p/pnsku/N70267957V/45/_/1765377383/8d8f7ff8-bad2-413b-ab6f-75a16f60d2e2.jpg?width=1200,Core i7-14650HX,32 GB,2 TB,16 in,Free DOS,1920x1200,FX608JMR-RV035,https://www.noon.com/saudi-en/tuf-f16-gaming-laptop-with-16-inch-wuxga-1920x1200-display-165hz-core-i7-14650hx-processor-32gb-ram-ddr5-2tb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-dos-without-windows-english-arabic-black/N70267957V/p/,,,,,,,,,,Black,,,1.6 GHz,1920x1200,,,Graphic Card,,,,,,8 GB,,,,2 TB,English/Arabic,,,TUF gaming F16,FX608JMR-RV035,ASUS TUF Gaming,,16-Core,,,,,DOS,,Free DOS,,,,Core i7-14650HX,14th Gen,,,,,32 GB,DDR5,,WUXGA,,16 in,,,,,,SSD,Gaming,,,,,
"IdeaPad Slim 3 14IRH8 Laptop With 14-Inch Display, Core i7-13620H Processor/16GB RAM/1TB SSD/Intel UHD Graphics/Windows 11 Home English/Arabic Arctic Grey",3135.00,4.0,https://f.nooncdn.com/p/pnsku/N70087672V/45/_/1719470244/1eb4c53f-aa31-421b-a058-374faa437edf.jpg?width=1200,Core i7-13620H,16 GB,1 TB,14 in,Windows 11 Home,1920x1080,83EL0049AD,https://www.noon.com/saudi-en/ideapad-slim-3-14irh8-laptop-with-14-inch-display-core-i7-13620h-processor-16gb-ram-1tb-ssd-intel-uhd-graphics-windows-11-home-english-arabic-arctic-grey/N70087672V/p/,,,,8hrs - 11hrs,,,,,,Arctic Grey,,,2.4 GHz,1920x1080,TN,,Integrated,,,,Intel UHD 620,,,,Yes,,1 TB,English/Arabic,,,IdeaPad Slim 3,83EL0049AD,Lenovo IdeaPad,,10-Core,1,,3,,Windows,,Windows 11 Home,,,,Core i7-13620H,13th Gen,,,,,16 GB,LPDDR5,,Full HD,,14 in,NA,,,,,SSD,Personal,,,,,
"Renewed - ThinkPad X390 Laptop With 13.3-Inch Display,Intel Core i5 8th Gen/8GB RAM/512GB SSD/Windows 10 Pro English Black",777.00,4.2,https://f.nooncdn.com/p/pnsku/N53430508A/45/_/1764242399/27c567fb-f2fb-4686-b7d2-881b57e48665.jpg?width=1200,Core i5,8 GB,512 GB,13.3 in,Windows 10 Pro,,Thinkpad x390,https://www.noon.com/saudi-en/renewed-thinkpad-x390-laptop-with-13-3-inch-display-intel-core-i5-8th-gen-8gb-ram-512gb-ssd-windows-10-pro-english-black/N53430508A/p/,,,,2 Hours,,,,,,Black,,,1.6 GHz,,IPS,,Integrated,,,,,Max,,,,,512 GB,English,,,Thinkpad x390,Thinkpad x390,Lenovo ThinkPad,,Quad Core,,,,,Windows,,Windows 10 Pro,,,,Core i5,8th Gen,1.7 cm,31.2 cm,1.29 KG,21.7 cm,8 GB,DDR4,,Full HD,,13.3 in,,,,,,SSD,Business,,,1 - 1.4 Kg,,
"Nitro V15 (Upgraded Version) Gaming Laptop With 15.6 Inch Full HD (1920X1080) Display, Core i9-13900H Processor/16GB RAM DDR4/512GB SSD/8GB Nvidia GeForce RTX 5060 Graphics/Windows 11/ English/Arabic Obsidian Black",4849.00,2.4,https://f.nooncdn.com/p/pnsku/N70261800V/45/_/1764066653/08d4c352-f982-4768-9ee5-f2bfee24d218.jpg?width=1200,Core i9-13900H,16 GB,512 GB,15.6 in,Windows 11,1920x1080,Nitro V15,https://www.noon.com/saudi-en/nitro-v15-upgraded-version-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-core-i9-13900h-processor-16gb-ram-ddr4-512gb-ssd-8gb-nvidia-geforce-rtx-5060-graphics-windows-11-english-arabic-obsidian-black/N70261800V/p/,,,,,,,,,,Obsidian Black,,,1.9 GHz,1920x1080,,,Graphic Card,,,,,,8 GB,,,,512 GB,English/Arabic,,,Nitro V15,Nitro V15,Acer Nitro,,14-Core,,,,,Windows,,Windows 11,,,,Core i9-13900H,13th Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
HP Victus 15-fa2013DX Laptop with 15.6 inch FHD / Intel Core i5-13420H / 8 GB RAM / 512 GB SSD / NVIDIA GeForce RTX 3050 / English/ Win11 //Mica Silver English Mica Silver,3299.00,5.0,https://f.nooncdn.com/p/pnsku/N70250131V/45/_/1761144895/60ae2988-461d-4516-8e0e-4c5c4d47288f.jpg?width=1200,Intel Core i5-13420H,8 GB,512 GB,15.6 in,Windows 11 Home,1920x1080,Victus 15-fa2013DX,https://www.noon.com/saudi-en/hp-victus-15-fa2013dx-laptop-with-15-6-inch-fhd-intel-core-i5-13420h-8-gb-ram-512-gb-ssd-nvidia-geforce-rtx-3050-english-win11-mica-silver-english-mica-silver/N70250131V/p/,,,,,,,,,,Mica Silver,,,4.6 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 3050,,6 GB,,,,512 GB,English,,,Victus 15-fa2013DX,Victus 15-fa2013DX,HP Victus,,Octa Core,1,,3,,Windows,,Windows 11 Home,,,,Intel Core i5-13420H,13th Gen,,,,,8 GB,DDR4,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"IdeaPad 1 15IJL7 Laptop With 15.6 Inch HD (1366x768) Display, Intel Celeron N4500 Processor/8GB RAM DDR4/256GB SSD/Intel UHD Graphics/DOS(Without Windows)/ English/Arabic Cloud Grey",1043.00,3.8,https://f.nooncdn.com/p/pnsku/N70266102V/45/_/1764857024/a0cdf69a-d6e9-451d-b6e3-1fc3c8c1eff0.jpg?width=1200,Celeron N4500,8 GB,256 GB,15.6 in,Free DOS,1366x768,82LX00GSAD,https://www.noon.com/saudi-en/ideapad-1-15ijl7-laptop-with-15-6-inch-hd-1366x768-display-intel-celeron-n4500-processor-8gb-ram-ddr4-256gb-ssd-intel-uhd-graphics-dos-without-windows-english-arabic-cloud-grey/N70266102V/p/,,,,,,,,,,Cloud Grey,,,1.1 GHz,1366x768,,,Integrated,,,,,,,,,,256 GB,English/Arabic,,,IdeaPad 1 15IJL7,82LX00GSAD,Lenovo IdeaPad,,Dual Core,,,,,DOS,,Free DOS,,,,Celeron N4500,Not Applicable,,,,,8 GB,DDR4,,HD,,15.6 in,,,,,,SSD,Business,,,,,
"Latitude 3450 Laptop With 14-Inch Display, Intel Core i7-1355U Processor/16GB RAM/512GB SSD/Intel Iris XE Graphics/DOS(Without Windows) English/Arabic Black",3189.00,3.6,https://f.nooncdn.com/p/pnsku/N70122383V/45/_/1729587589/2a5cefdf-0721-4b04-ac7e-76ce257f56b7.jpg?width=1200,Core i7-1355U,16 GB,512 GB,14 in,Free DOS,1920x1080,Latitude 3450,https://www.noon.com/saudi-en/latitude-3450-laptop-with-14-inch-display-intel-core-i7-1355u-processor-16gb-ram-512gb-ssd-intel-iris-xe-graphics-dos-without-windows-english-arabic-black/N70122383V/p/,,,,8 Hours,,,,,,Black,,,2.8 GHz,1920x1080,LED,,Integrated,,,,Intel Iris XE,,,,Yes,,512 GB,English/Arabic,,,Latitude 3450,Latitude 3450,Dell Latitude,,Quad Core,,,3,,DOS,,Free DOS,,,,Core i7-1355U,13th Gen,,,,,16 GB,DDR5,,Full HD,,14 in,Yes,,,,,SSD,Business,,,,,
"ROG Strix Scar 18 Gaming Laptop With 18-inch 2.5K Display 240Hz, Intel Core Ultra 9 275HX/32GB DDR5 RAM/1TB PCIe 4.0 SSD/Windows 11/12GB Nvidia GeForce RTX 5070Ti With ROG Backpack and ROG Gladius III Mouse and ROG Fusion II 3 English/Arabic Black",12999.00,4.2,https://f.nooncdn.com/p/pnsku/N70200705V/45/_/1763476030/e17855e8-2d0c-4bf2-84cc-acb56d94bc18.jpg?width=1200,Intel Core i7-9850HE,16 GB,1 TB,18 in,Windows 11,,G835LR-AI3201W,https://www.noon.com/saudi-en/rog-strix-scar-18-gaming-laptop-with-18-inch-2-5k-display-240hz-intel-core-ultra-9-275hx-32gb-ddr5-ram-1tb-pcie-4-0-ssd-windows-11-12gb-nvidia-geforce-rtx-5070ti-with-rog-backpack-and-rog-gladius-iii-mouse-and-rog-fusion-ii-3-english-arabic-black/N70200705V/p/,,,,,,,,,,Black,,,2.7 GHz,,,,Graphic Card,,,,,,,,,,1 TB,English/Arabic,,,ASUS ROG STRIX SCAR 18 G835LR-AI3201W,G835LR-AI3201W,ASUS ROG,,24-Core,,,,,Windows,,Windows 11,,,,Intel Core i7-9850HE,Not Applicable,,,,,16 GB,DDR5,,,,18 in,,,,,,SSD,Gaming,,,,,
"(Upgraded Version) Latitude 5550 Laptop With 15.6-Inch FHD Display, Intel Core Ultra 7 155U Processor/16GB RAM/512GB SSD/Integrated Graphics/Windows 11 Pro English Grey English Grey",4450.00,3.6,https://f.nooncdn.com/p/pnsku/N70152284V/45/_/1739530995/70363188-2353-42b8-8da7-2228b51510b3.jpg?width=1200,Core Ultra 7 155U,16 GB,16 GB,14 in,Windows 11 Pro,1080x1920,5550,https://www.noon.com/saudi-en/upgraded-version-latitude-5550-laptop-with-15-6-inch-fhd-display-intel-core-ultra-7-155u-processor-16gb-ram-512gb-ssd-integrated-graphics-windows-11-pro-english-grey-english-grey/N70152284V/p/,1,Type-C,,11hrs - 16hrs,54 Wh,,,,,Grey,,USB 2.0,4.8 GHz,1080x1920,,,Integrated,,Touchscreen,,,,,,1,,16 GB,English,,,Dell Latitude 5550,5550,Dell Latitude,2.1,12-Core,1,,2,,Windows,,Windows 11 Pro,,,,Core Ultra 7 155U,13th Gen,22 cm,28 cm,1.77 KG,12 cm,16 GB,DDR5,,Full HD,11 to 15 ms,14 in,1,,Micro SIM,14 inch,,SSD,Business,,International Version,1.5 - 1.9 Kg,,
Surface Laptop Go 3 12.4 Inch PixelSense Touchscreen 12Th Gen i5-1235U Processor 16GB LPDDR5 RAM 256GB SSD English/Arabic Platinum,3489.00,4.3,https://f.nooncdn.com/p/pnsku/N70054590V/45/_/1710419344/c86f268f-6522-41d4-bdde-0dbbcdbb5d27.jpg?width=1200,Core i5-1235U,16 GB,256 GB,12.4 in,Windows 11,1920x1080,XKQ-00032,https://www.noon.com/saudi-en/surface-laptop-go-3-12-4-inch-pixelsense-touchscreen-12th-gen-i5-1235u-processor-16gb-lpddr5-ram-256gb-ssd-english-arabic-platinum/N70054590V/p/,,,,,,,,,,Platinum,,,4.4 GHz,1920x1080,,,Integrated,,,,Intel Iris Plus 640,,1 GB,,NO,,256 GB,English/Arabic,,,Microsoft Surface Laptop Go 3,XKQ-00032,Microsoft Surface Go,,Dual Core,,,2,,Windows,,Windows 11,,,,Core i5-1235U,12th Gen,,,,,16 GB,LPDDR5,,,,12.4 in,NO,,,,,SSD,Business,,,,,
"Nitro V 15 Gaming Laptop With 15.6 Inch Full HD (1920x1080) Display, Intel Core 5-210H Processor/16GB RAM DDR5/512GB SSD/6GB NVIDIA GeForce RTX 3050 Graphics/DOS(Without Windows)/ English/Arabic Black",2885.00,5.0,https://f.nooncdn.com/p/pnsku/N70279267V/45/_/1768883311/48123fd8-33c5-4cda-a56d-628a967dc259.jpg?width=1200,Core 5-210H,16 GB,512 GB,15.6 in,Free DOS,1920x1080,NH.QV3EM.007,https://www.noon.com/saudi-en/nitro-v-15-gaming-laptop-with-15-6-inch-full-hd-1920x1080-display-intel-core-5-210h-processor-16gb-ram-ddr5-512gb-ssd-6gb-nvidia-geforce-rtx-3050-graphics-dos-without-windows-english-arabic-black/N70279267V/p/,,,,,,,,,,Black,,,1.6 GHz,1920x1080,,,Graphic Card,,,,NVIDIA GeForce RTX 3050,,6 GB,,,,512 GB,English/Arabic,,,Nitro V 15,NH.QV3EM.007,Acer Nitro,,Octa Core,,,,,DOS,,Free DOS,,,,Core 5-210H,2nd Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Gaming,,,,,
"Alienware 16X Laptop With 16 Inch WQXGA (2560×1600) 240Hz Display, Core Ultra 9-275HX Processor/32GB RAM DDR5/2TB SSD/8GB Nvidia GeForce RTX 5070 Graphics/Windows 11 Home/ English/Arabic Dark Grey",,3.6,https://f.nooncdn.com/p/pnsku/N70198610V/45/_/1753612662/db46fddf-bc0a-4410-91b5-439119108625.jpg?width=1200,Core Ultra 9-275HX,32 GB,2 TB,16 in,Windows 11 Home,1920x1200,Alienware 16X,https://www.noon.com/saudi-en/alienware-16x-laptop-with-16-inch-wqxga-2560-1600-240hz-display-core-ultra-9-275hx-processor-32gb-ram-ddr5-2tb-ssd-8gb-nvidia-geforce-rtx-5070-graphics-windows-11-home-english-arabic-dark-grey/N70198610V/p/,,,,,,,,,,Dark Grey,,,1.8 GHz,1920x1200,,,Graphic Card,,,,,,8 GB,,,,2 TB,English/Arabic,,,,Alienware 16X,Dell Alienware,,24-Core,,,,,Windows,,Windows 11 Home,,,,Core Ultra 9-275HX,Not Applicable,,,,,32 GB,DDR5,240Hz,WUXGA,,16 in,,,,,,SSD,Gaming,,,,,
"Laptop Bag for Men & Women - (14 Inch) Slim Shoulder Messenger Bag with Foam Padding, Front Pocket & Adjustable Strap - Stylish Lightweight Travel Laptop Cover Fits HP Dell Lenovo & MacBook",69.00,4.8,https://f.nooncdn.com/p/pzsku/Z945DE2DF46FE0E2CB3D1Z/45/1752128930/81f696b4-e0fe-48e3-9cd2-4b9b2ea38515.jpg?width=1200,,,,14 Inch,,,PSZFC3121,https://www.noon.com/saudi-en/laptop-bag-for-men-women-14-inch-slim-shoulder-messenger-bag-with-foam-padding-front-pocket-adjustable-strap-stylish-lightweight-travel-laptop-cover-fits-hp-dell-lenovo-macbook/Z945DE2DF46FE0E2CB3D1Z/p/,,,,,,,,,,grey,,,,,,,,,,Unisex,,,,,,,,,,,PSZFC3121,PSZFC3121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14 inch,,,,,,,,
"Vivobook Laptop With 15.6 Inch Full HD (1920x1080) Display, Core 7 150U Processor/16GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Silver",2360.00,4.2,https://f.nooncdn.com/p/pnsku/N70313541V/45/_/1773661973/37be443c-b5f3-4939-b38f-10e23e7a5574.jpg?width=1200,Core 7 150U,16 GB,512 GB,15.6 in,Free DOS,1920x1080,90NB13Y2-M01Y20,https://www.noon.com/saudi-en/vivobook-laptop-with-15-6-inch-full-hd-1920x1080-display-core-7-150u-processor-16gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-silver/N70313541V/p/,,,,,,,,,,Silver,,,1.8 GHz,1920x1080,,,Integrated,,,,,,,,,,512 GB,English/Arabic,,,,90NB13Y2-M01Y20,ASUS Vivobook,,Deca core,,,,,DOS,,Free DOS,,,,Core 7 150U,1st Gen,,,,,16 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Business,,,,,
"NoteBook Lenovo 81W800FAAD S145 - Intel Core i5-1035G1, Ram 8Gb DDR4, Storage 256Gb SSD 15.6 Inch FHD TN Panel English/Arabic Black",1600.00,3.8,https://f.nooncdn.com/p/v1692198086/N53428954A_1.jpg?width=1200,Core i5-1035G1,8 GB,256 GB,15.6 in,Windows 10 Pro,1920x1080,81W800FAAD,https://www.noon.com/saudi-en/notebook-lenovo-81w800faad-s145-intel-core-i5-1035g1-ram-8gb-ddr4-storage-256gb-ssd-15-6-inch-fhd-tn-panel-english-arabic-black/N53428954A/p/,,,,,,,,,,Black,,,1 GHz,1920x1080,TN,,Integrated,,,,,,,,Yes,,256 GB,English/Arabic,,,Lenovo,81W800FAAD,Lenovo ThinkPad,,Quad Core,,,3,,Windows,,Windows 10 Pro,,,,Core i5-1035G1,Processor 10th Gen,,,,,8 GB,DDR4,,Full HD,,15.6 in,Yes,,,,,SSD,Business,,,,,
"15-fd1037nx Laptop With 15.6 Inch Full HD (1920x1080) Display, Core Ultra 7-155H Processor/24GB RAM DDR5/512GB SSD/DOS(Without Windows)/ English/Arabic Silver",2865.00,4.1,https://f.nooncdn.com/p/pnsku/N70314410V/45/_/1774360445/ef210c13-d6fd-4459-be6c-fec84a8b1ed9.jpg?width=1200,Core Ultra 7-155H,24 GB,512 GB,15.6 in,Free DOS,1920x1080,C26BGEA#A2N,https://www.noon.com/saudi-en/15-fd1037nx-laptop-with-15-6-inch-full-hd-1920x1080-display-core-ultra-7-155h-processor-24gb-ram-ddr5-512gb-ssd-dos-without-windows-english-arabic-silver/N70314410V/p/,,,,,,,,,,Silver,,,1.4 GHz,1920x1080,,,,,,,,,,,,,512 GB,English/Arabic,,,15-fd1037nx,C26BGEA#A2N,HP FD Series,,16-Core,,,,,DOS,,Free DOS,,,,Core Ultra 7-155H,Not Applicable,,,,,24 GB,DDR5,,Full HD,,15.6 in,,,,,,SSD,Personal,,,,,
Gaming laptop156 inch Laptop Computer Laptops Celeron N5095 Processor 16GB 512GB SSD FHD 1920 1080 Display 180 Angle Opening Fingerprint Unlock Backlit Keyboard MiniHDMI Traditional Computers,1499.00,3.1,https://f.nooncdn.com/p/pzsku/Z4B03EA7D6071B03FE933Z/45/1762417199/142dadb8-4e7c-4c18-8258-e3a69c61b660.jpg?width=1200,Celeron N5095,16GB,512GB SSD,156 inch,,,,https://www.noon.com/saudi-en/gaming-laptop156-inch-laptop-computer-laptops-celeron-n5095-processor-16gb-512gb-ssd-fhd-1920-1080-display-180-angle-opening-fingerprint-unlock-backlit-keyboard-minihdmi-traditional-computers/Z4B03EA7D6071B03FE933Z/p/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Laptop Stand for Desk 360° Flexible Rotating, Ergonomic Adjustable Laptop Riser Holder with Dual-bar Support, Portable Computer Notebook Stand for MacBook Air Pro, Dell XPS, HP (10-16"")",79.90,5.0,https://f.nooncdn.com/p/pzsku/Z2E3321F71CAEADD83C73Z/45/1761202483/7418fb8f-bdf9-4b52-84ee-73eb8fded8b9.jpg?width=1200,,,,,,,,https://www.noon.com/saudi-en/laptop-stand-for-desk-360-flexible-rotating-ergonomic-adjustable-laptop-riser-holder-with-dual-bar-support-portable-computer-notebook-stand-for-macbook-air-pro-dell-xps-hp-10-16/Z2E3321F71CAEADD83C73Z/p/,,,,,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OmniBook Ultra Flip Laptop With 14 inch Touch 2.8K Display,Intel Core Ultra 9-288V Processor/32GB RAM DDR5/1TB SSD/Intel Arc Graphics/Windows 11/ English/Arabic Gray",8399.00,5.0,https://f.nooncdn.com/p/pnsku/N70150869V/45/_/1739186664/fdea4657-fcad-4710-b7e7-537d083e5126.jpg?width=1200,Core Ultra 9-288V,32 GB,1 TB,14 in,Windows 11,1920x1080,B54SPEA,https://www.noon.com/saudi-en/omnibook-ultra-flip-laptop-with-14-inch-touch-2-8k-display-intel-core-ultra-9-288v-processor-32gb-ram-ddr5-1tb-ssd-intel-arc-graphics-windows-11-english-arabic-gray/N70150869V/p/,,,,,,,,,,Gray,,,5.1 GHz,1920x1080,,,Integrated,,,,,,,,Yes,,1 TB,English/Arabic,,,,B54SPEA,HP OMEN,,Octa Core,,,,,Windows,,Windows 11,,,,Core Ultra 9-288V,Not Applicable,,,,,32 GB,DDR5,,Full HD,,14 in,Yes,,,,,SSD,Business,,,,,
"ThinkPad L14 G6 Laptop With 14 Inch WUXGA (1920x1200) Display, Core Ultra 7-255U Processor/16GB RAM DDR5/1TB SSD/Integrated Graphics/Windows 11 Pro/ English/Arabic Black",5999.00,3.8,https://f.nooncdn.com/p/pnsku/N70267950V/45/_/1765800627/2ecd0001-f4af-4b99-a397-1bd455906994.jpg?width=1200,Core Ultra 7-255U,16 GB,1 TB,14 in,Windows 11 Pro,1920x1200,21S6S00000,https://www.noon.com/saudi-en/thinkpad-l14-g6-laptop-with-14-inch-wuxga-1920x1200-display-core-ultra-7-255u-processor-16gb-ram-ddr5-1tb-ssd-integrated-graphics-windows-11-pro-english-arabic-black/N70267950V/p/,,,,,,,,,,Black,,,1.7 GHz,1920x1200,,,Integrated,,,,,,,,,,1 TB,English/Arabic,,,,21S6S00000,Lenovo ThinkPad,,12-Core,,,,,Windows,,Windows 11 Pro,,,,Core Ultra 7-255U,Not Applicable,,,,,16 GB,DDR5,,WUXGA,,14 in,,,,,,SSD,Business,,,,,
